primary	mature	RBP	value
hsa-let-7a-1	hsa-let-7a	C9ORF114	1.3448275862069
hsa-let-7a-1	hsa-let-7a	SF1	0
hsa-let-7a-1	hsa-let-7a	PUM1	4.65848193972666
hsa-let-7a-1	hsa-let-7a	PUM2	4.67718073144751
hsa-let-7a-1	hsa-let-7a	ELAC1	0
hsa-let-7a-1	hsa-let-7a	RBMS2	0
hsa-let-7a-1	hsa-let-7a	HARS2	0
hsa-let-7a-1	hsa-let-7a	SUGP2	0.193798449612403
hsa-let-7a-1	hsa-let-7a	MATR3	1.21818450492966
hsa-let-7a-1	hsa-let-7a	YBX3	1.25445957201211
hsa-let-7a-1	hsa-let-7a	YBX1	1.82839905331498
hsa-let-7a-1	hsa-let-7a	YBX2	0.466853408029879
hsa-let-7a-1	hsa-let-7a	C1QBP	2.60727295710231
hsa-let-7a-1	hsa-let-7a	PTBP1	1.19843839124718
hsa-let-7a-1	hsa-let-7a	PTBP3	0
hsa-let-7a-1	hsa-let-7a	FAM98A	1.19008316788448
hsa-let-7a-1	hsa-let-7a	FAM98B	0.925925925925926
hsa-let-7a-1	hsa-let-7a	MTERF3	0
hsa-let-7a-1	hsa-let-7a	DDX23	0
hsa-let-7a-1	hsa-let-7a	RBM47	0
hsa-let-7a-1	hsa-let-7a	PRMT1	1.37275759868442
hsa-let-7a-1	hsa-let-7a	UPF1	1.68349833807943
hsa-let-7a-1	hsa-let-7a	NOL6	1.32061923583663
hsa-let-7a-1	hsa-let-7a	ERAL1	0.345622119815668
hsa-let-7a-1	hsa-let-7a	UTP20	1.18671960026277
hsa-let-7a-1	hsa-let-7a	QKI	0
hsa-let-7a-1	hsa-let-7a	PUF60	0
hsa-let-7a-1	hsa-let-7a	LSM10	8.33333333333333
hsa-let-7a-1	hsa-let-7a	LSM11	16.6666666666667
hsa-let-7a-1	hsa-let-7a	CASC3	0
hsa-let-7a-1	hsa-let-7a	NONO	1.36570909649337
hsa-let-7a-1	hsa-let-7a	SFPQ	1.3099588713792
hsa-let-7a-1	hsa-let-7a	ZNF106	0
hsa-let-7a-1	hsa-let-7a	DDX49	0
hsa-let-7a-1	hsa-let-7a	CELF2	0
hsa-let-7a-1	hsa-let-7a	CELF1	0
hsa-let-7a-1	hsa-let-7a	PIP5K1A	0
hsa-let-7a-1	hsa-let-7a	LCORL	0
hsa-let-7a-1	hsa-let-7a	NOL4L	0
hsa-let-7a-1	hsa-let-7a	IGF2BP3	1.67959626402614
hsa-let-7a-1	hsa-let-7a	PGAM5	0.289855072463768
hsa-let-7a-1	hsa-let-7a	IGF2BP1	1.23155297656462
hsa-let-7a-1	hsa-let-7a	IGF2BP2	0.840761256430958
hsa-let-7a-1	hsa-let-7a	PTCD3	0
hsa-let-7a-1	hsa-let-7a	TRIM56	0
hsa-let-7a-1	hsa-let-7a	CSTF1	0
hsa-let-7a-1	hsa-let-7a	PDCD11	1.08120403365735
hsa-let-7a-2	hsa-let-7a	PUF60	0
hsa-let-7a-2	hsa-let-7a	ERAL1	0.576036866359447
hsa-let-7a-2	hsa-let-7a	UTP20	0.0776053215077605
hsa-let-7a-2	hsa-let-7a	UPF1	2.40261324127547
hsa-let-7a-2	hsa-let-7a	LSM10	0
hsa-let-7a-2	hsa-let-7a	LSM11	0
hsa-let-7a-2	hsa-let-7a	QKI	0
hsa-let-7a-2	hsa-let-7a	MYEF2	0
hsa-let-7a-2	hsa-let-7a	NOL6	0.108695652173913
hsa-let-7a-2	hsa-let-7a	DZIP3	0
hsa-let-7a-2	hsa-let-7a	TIAL1	0
hsa-let-7a-2	hsa-let-7a	DDX21	0.7954688470182
hsa-let-7a-2	hsa-let-7a	RBFOX2	0
hsa-let-7a-2	hsa-let-7a	KNOP1	0
hsa-let-7a-2	hsa-let-7a	DHX37	0
hsa-let-7a-2	hsa-let-7a	RBMS2	0
hsa-let-7a-2	hsa-let-7a	HARS2	0
hsa-let-7a-2	hsa-let-7a	SUGP2	0.290697674418605
hsa-let-7a-2	hsa-let-7a	MATR3	1.38084081602064
hsa-let-7a-2	hsa-let-7a	YBX3	3.1342599458184
hsa-let-7a-2	hsa-let-7a	YBX1	3.3374125348985
hsa-let-7a-2	hsa-let-7a	YBX2	1.30718954248366
hsa-let-7a-2	hsa-let-7a	C1QBP	2.93587656798944
hsa-let-7a-2	hsa-let-7a	PTBP1	1.05671254394805
hsa-let-7a-2	hsa-let-7a	PTBP3	0
hsa-let-7a-2	hsa-let-7a	FAM98A	3.66444642764149
hsa-let-7a-2	hsa-let-7a	FAM98B	1.54320987654321
hsa-let-7a-2	hsa-let-7a	MTERF3	0
hsa-let-7a-2	hsa-let-7a	PTCD3	1.0211836230645
hsa-let-7a-2	hsa-let-7a	TRIM56	0
hsa-let-7a-2	hsa-let-7a	PDCD11	0.186353392678804
hsa-let-7a-2	hsa-let-7a	RBM47	0
hsa-let-7a-2	hsa-let-7a	PRMT1	0.550964187327824
hsa-let-7a-2	hsa-let-7a	RBM6	0
hsa-let-7a-2	hsa-let-7a	SUGP1	0
hsa-let-7a-2	hsa-let-7a	PLRG1	2.38095238095238
hsa-let-7a-2	hsa-let-7a	CDC5L	3.17369093231162
hsa-let-7a-2	hsa-let-7a	CDC40	7.69230769230769
hsa-let-7a-2	hsa-let-7a	SF3A1	5.51301482449023
hsa-let-7a-2	hsa-let-7a	CASC3	0
hsa-let-7a-2	hsa-let-7a	NONO	0.331073819309931
hsa-let-7a-2	hsa-let-7a	SFPQ	0.826669074359089
hsa-let-7a-2	hsa-let-7a	ZNF106	0
hsa-let-7a-2	hsa-let-7a	DDX49	0
hsa-let-7a-2	hsa-let-7a	CELF2	0
hsa-let-7a-2	hsa-let-7a	CELF1	0
hsa-let-7a-2	hsa-let-7a	PIP5K1A	0
hsa-let-7a-2	hsa-let-7a	EIF2AK2	0.090473811673079
hsa-let-7a-2	hsa-let-7a	LARP6	0
hsa-let-7a-2	hsa-let-7a	ZC3H10	0
hsa-let-7a-2	hsa-let-7a	C9ORF114	0.769230769230769
hsa-let-7a-2	hsa-let-7a	SF1	0
hsa-let-7a-2	hsa-let-7a	LRPPRC	1.85454801058813
hsa-let-7a-2	hsa-let-7a	RBM45	0
hsa-let-7a-2	hsa-let-7a	RBMS1	0
hsa-let-7a-2	hsa-let-7a	IGF2BP1	1.37942535499545
hsa-let-7a-2	hsa-let-7a	IGF2BP2	2.12488606228042
hsa-let-7a-2	hsa-let-7a	IGF2BP3	1.05768126409903
hsa-let-7a-2	hsa-let-7a	PGAM5	0.289855072463768
hsa-let-7a-2	hsa-let-7a	CSTF1	0
hsa-let-7a-2	hsa-let-7a	LCORL	0
hsa-let-7a-2	hsa-let-7a	NOL4L	0
hsa-let-7a-2	hsa-let-7a	KIN	0
hsa-let-7a-2	hsa-let-7a	TRIM71	0
hsa-let-7a-2	hsa-let-7a	G3BP2	0.294117647058824
hsa-let-7a-2	hsa-let-7a	ZC3H7A	0
hsa-let-7a-2	hsa-let-7a	ZC3H7B	0
hsa-let-7a-2	hsa-let-7a	XRN1	0
hsa-let-7a-2	hsa-let-7a	TRIM25	0
hsa-let-7a-2	hsa-let-7a	ATXN2L	0.367647058823529
hsa-let-7a-2	hsa-let-7a	ATXN2	0
hsa-let-7a-2	hsa-let-7a	NUFIP2	0.659340659340659
hsa-let-7a-2	hsa-let-7a	TTC3	0
hsa-let-7a-2	hsa-let-7a	PAPD4	0
hsa-let-7a-2	hsa-let-7a	ZC3H11A	0
hsa-let-7a-2	hsa-let-7a	HNRNPM	1.11231919845404
hsa-let-7a-2	hsa-let-7a	ZNF346	0
hsa-let-7a-2	hsa-let-7a	RTCA	0
hsa-let-7a-2	hsa-let-7a	DHX36	0.769322625906798
hsa-let-7a-2	hsa-let-7a	USP36	0
hsa-let-7a-2	hsa-let-7a	PATL1	0
hsa-let-7a-2	hsa-let-7a	EDC3	0
hsa-let-7a-2	hsa-let-7a	EDC4	0
hsa-let-7a-2	hsa-let-7a	DCP1A	0
hsa-let-7a-2	hsa-let-7a	DCP1B	0
hsa-let-7a-2	hsa-let-7a	DCP2	0
hsa-let-7a-2	hsa-let-7a	DDX3X	2.26131786482063
hsa-let-7a-2	hsa-let-7a	DDX3Y	0
hsa-let-7a-2	hsa-let-7a	HNRNPR	3.98324160406467
hsa-let-7a-2	hsa-let-7a	SYNCRIP	3.7466663490115
hsa-let-7a-2	hsa-let-7a	ZFR	1.93750239587526
hsa-let-7a-2	hsa-let-7a	TRMT1L	0
hsa-let-7a-2	hsa-let-7a	PUM1	2.78277253680085
hsa-let-7a-2	hsa-let-7a	PUM2	2.23993963782696
hsa-let-7a-2	hsa-let-7a	ELAC1	0
hsa-let-7a-2	hsa-let-7a	RBBP6	0
hsa-let-7a-2	hsa-let-7a	CRTAP	0
hsa-let-7a-2	hsa-let-7a	P3H1	2.27272727272727
hsa-let-7a-2	hsa-let-7a	TRA2A	0.740629158193367
hsa-let-7a-2	hsa-let-7a	TRA2B	1.90758994388086
hsa-let-7a-2	hsa-let-7a	WWP1	0
hsa-let-7a-2	hsa-let-7a	WWP2	0
hsa-let-7a-2	hsa-let-7a	CPSF1	0
hsa-let-7a-2	hsa-let-7a	CPSF2	0
hsa-let-7a-2	hsa-let-7a	CPSF3	0
hsa-let-7a-2	hsa-let-7a	CPSF4	0
hsa-let-7a-2	hsa-let-7a	NUDT21	0.173611111111111
hsa-let-7a-2	hsa-let-7a	CPSF6	0
hsa-let-7a-2	hsa-let-7a	CPSF7	0
hsa-let-7a-2	hsa-let-7a	CSTF2	0
hsa-let-7a-2	hsa-let-7a	CSTF3	0
hsa-let-7a-2	hsa-let-7a	FIP1L1	0
hsa-let-7a-2	hsa-let-7a	WDR33	0
hsa-let-7a-2	hsa-let-7a	SYMPK	2.26649799704828
hsa-let-7a-2	hsa-let-7a	EPRS	1.09030954182908
hsa-let-7a-2	hsa-let-7a	RARS	0.498917819232403
hsa-let-7a-2	hsa-let-7a	IARS	1.6625227863024
hsa-let-7a-2	hsa-let-7a	LARS	2.80913091309131
hsa-let-7a-2	hsa-let-7a	DARS	0.214776197465877
hsa-let-7a-2	hsa-let-7a	QARS	0.158831003811944
hsa-let-7a-2	hsa-let-7a	MARS	2.67271171517722
hsa-let-7a-2	hsa-let-7a	KARS	0.0509683995922528
hsa-let-7a-2	hsa-let-7a	AIMP1	0.165837479270315
hsa-let-7a-2	hsa-let-7a	AIMP2	0.22075055187638
hsa-let-7a-2	hsa-let-7a	ZNF385A	0
hsa-let-7a-2	hsa-let-7a	LARP7	0
hsa-let-7a-2	hsa-let-7a	LIN28A	2.7027027027027
hsa-let-7a-2	hsa-let-7a	LIN28B	7.43243411392878
hsa-let-7a-2	hsa-let-7a	ZCCHC11	17.8362573099415
hsa-let-7a-2	hsa-let-7a	ZCCHC6	13.1393298059965
hsa-let-7a-2	hsa-let-7a	HNRNPL	9.03987426697421
hsa-let-7a-2	hsa-let-7a	STRBP	0.21978021978022
hsa-let-7a-2	hsa-let-7a	NUDT16L1	0.81592039800995
hsa-let-7a-2	hsa-let-7a	GRSF1	0.615584415584416
hsa-let-7a-2	hsa-let-7a	HNRNPF	1.38531863351582
hsa-let-7a-2	hsa-let-7a	HNRNPH1	1.66111749632393
hsa-let-7a-2	hsa-let-7a	HNRNPH2	1.58714309011859
hsa-let-7a-2	hsa-let-7a	HNRNPH3	4.17707775995928
hsa-let-7a-2	hsa-let-7a	ADARB1	0
hsa-let-7a-2	hsa-let-7a	ESRP1	18.8140436823842
hsa-let-7a-2	hsa-let-7a	TRMT10C	0
hsa-let-7a-2	hsa-let-7a	RBM4	0.214285714285714
hsa-let-7a-2	hsa-let-7a	RBM4B	0
hsa-let-7a-2	hsa-let-7a	RBM12B	0
hsa-let-7a-2	hsa-let-7a	SLTM	0
hsa-let-7a-2	hsa-let-7a	SAFB	7.14285714285714
hsa-let-7a-2	hsa-let-7a	FUS	3.13299110464575
hsa-let-7a-2	hsa-let-7a	TAF15	1.81307673018869
hsa-let-7a-2	hsa-let-7a	RBM14	0.681930269397226
hsa-let-7a-2	hsa-let-7a	DDX1	4.20936371804329
hsa-let-7a-2	hsa-let-7a	APOBEC3B	6.8190859265045
hsa-let-7a-2	hsa-let-7a	RTCB	4.46404285893314
hsa-let-7a-2	hsa-let-7a	DDX23	7.94194041252865
hsa-let-7a-2	hsa-let-7a	U2SURP	3.74010398331259
hsa-let-7a-2	hsa-let-7a	RBM10	0
hsa-let-7a-2	hsa-let-7a	CHERP	1.01010101010101
hsa-let-7a-2	hsa-let-7a	CCAR1	0
hsa-let-7a-2	hsa-let-7a	RBM17	1.58730158730159
hsa-let-7a-2	hsa-let-7a	RBM5	0
hsa-let-7a-2	hsa-let-7a	AQR	0.8
hsa-let-7a-2	hsa-let-7a	SF3A3	0.65359477124183
hsa-let-7a-2	hsa-let-7a	SF3B1	2.87271224928617
hsa-let-7a-2	hsa-let-7a	SF3B2	3.33941700759295
hsa-let-7a-2	hsa-let-7a	SF3B3	2.90788282244686
hsa-let-7a-2	hsa-let-7a	SF3B4	0.4
hsa-let-7a-2	hsa-let-7a	SF3B5	0
hsa-let-7a-2	hsa-let-7a	HNRNPA1	5.1122906434956
hsa-let-7a-2	hsa-let-7a	HNRNPA2B1	6.12582591825792
hsa-let-7a-2	hsa-let-7a	HNRNPA3	5.96999481594224
hsa-let-7a-2	hsa-let-7a	HNRNPK	1.78775158002063
hsa-let-7a-2	hsa-let-7a	PAXBP1	0
hsa-let-7a-2	hsa-let-7a	PURA	0
hsa-let-7a-2	hsa-let-7a	PURB	0
hsa-let-7a-2	hsa-let-7a	XAB2	0
hsa-let-7a-2	hsa-let-7a	HNRNPA0	2.65004529191011
hsa-let-7a-2	hsa-let-7a	MSI1	2.1021021021021
hsa-let-7a-2	hsa-let-7a	MSI2	3.45112585049672
hsa-let-7a-2	hsa-let-7a	PLOD1	8.54809556672911
hsa-let-7a-2	hsa-let-7a	SART3	0
hsa-let-7a-2	hsa-let-7a	TRIM26	0
hsa-let-7a-3	hsa-let-7a	TRA2A	0.969094423941151
hsa-let-7a-3	hsa-let-7a	TRA2B	1.27393499309966
hsa-let-7a-3	hsa-let-7a	P3H1	0
hsa-let-7a-3	hsa-let-7a	TRIM26	0
hsa-let-7a-3	hsa-let-7a	SART3	0
hsa-let-7a-3	hsa-let-7a	RBBP6	0
hsa-let-7a-3	hsa-let-7a	CRTAP	0
hsa-let-7a-3	hsa-let-7a	LIN28A	0.871839581517001
hsa-let-7a-3	hsa-let-7a	LIN28B	1.1696488564816
hsa-let-7a-3	hsa-let-7a	ZCCHC11	0
hsa-let-7a-3	hsa-let-7a	ZCCHC6	0
hsa-let-7a-3	hsa-let-7a	HNRNPF	6.2207084680967
hsa-let-7a-3	hsa-let-7a	HNRNPH1	5.218955550323
hsa-let-7a-3	hsa-let-7a	HNRNPH2	7.55116127530243
hsa-let-7a-3	hsa-let-7a	HNRNPH3	6.35834434561831
hsa-let-7a-3	hsa-let-7a	ADARB1	8.32698818413151
hsa-let-7a-3	hsa-let-7a	ESRP1	41.8105735864462
hsa-let-7a-3	hsa-let-7a	TRMT10C	86.6666666666667
hsa-let-7a-3	hsa-let-7a	RBM4	0.498385794995965
hsa-let-7a-3	hsa-let-7a	RBM4B	0
hsa-let-7a-3	hsa-let-7a	HNRNPL	1.1914752307799
hsa-let-7a-3	hsa-let-7a	STRBP	12.7822333360333
hsa-let-7a-3	hsa-let-7a	NUDT16L1	13.1743492975946
hsa-let-7a-3	hsa-let-7a	GRSF1	33.1018733767773
hsa-let-7a-3	hsa-let-7a	TAF15	2.24518136450404
hsa-let-7a-3	hsa-let-7a	RBM14	3.7677992079002
hsa-let-7a-3	hsa-let-7a	DDX1	2.6982623315894
hsa-let-7a-3	hsa-let-7a	APOBEC3B	0.577200577200577
hsa-let-7a-3	hsa-let-7a	RTCB	0.987952066353234
hsa-let-7a-3	hsa-let-7a	DDX23	2.5974025974026
hsa-let-7a-3	hsa-let-7a	RBM47	0
hsa-let-7a-3	hsa-let-7a	PRMT1	1.71277997364954
hsa-let-7a-3	hsa-let-7a	RBM6	0
hsa-let-7a-3	hsa-let-7a	RBM12B	1.70940170940171
hsa-let-7a-3	hsa-let-7a	SLTM	0
hsa-let-7a-3	hsa-let-7a	SAFB	0
hsa-let-7a-3	hsa-let-7a	FUS	3.63884462301595
hsa-let-7a-3	hsa-let-7a	CDC40	0
hsa-let-7a-3	hsa-let-7a	SF3A1	0
hsa-let-7a-3	hsa-let-7a	SF3A3	0
hsa-let-7a-3	hsa-let-7a	SF3B1	1.91825573848436
hsa-let-7a-3	hsa-let-7a	SF3B2	2.15712393304591
hsa-let-7a-3	hsa-let-7a	SF3B3	1.77442751645446
hsa-let-7a-3	hsa-let-7a	SF3B4	0.4
hsa-let-7a-3	hsa-let-7a	SF3B5	0
hsa-let-7a-3	hsa-let-7a	U2SURP	2.05637325275944
hsa-let-7a-3	hsa-let-7a	RBM10	0.425531914893617
hsa-let-7a-3	hsa-let-7a	CHERP	0
hsa-let-7a-3	hsa-let-7a	CCAR1	0
hsa-let-7a-3	hsa-let-7a	RBM17	0
hsa-let-7a-3	hsa-let-7a	RBM5	0
hsa-let-7a-3	hsa-let-7a	AQR	3.33333333333333
hsa-let-7a-3	hsa-let-7a	XAB2	0
hsa-let-7a-3	hsa-let-7a	PAXBP1	0
hsa-let-7a-3	hsa-let-7a	PURA	0.830564784053156
hsa-let-7a-3	hsa-let-7a	PURB	2
hsa-let-7a-3	hsa-let-7a	PLOD1	3.23507180650038
hsa-let-7a-3	hsa-let-7a	HNRNPA0	1.92024896137495
hsa-let-7a-3	hsa-let-7a	HNRNPA1	2.48532729718239
hsa-let-7a-3	hsa-let-7a	HNRNPA2B1	2.69350369860676
hsa-let-7a-3	hsa-let-7a	HNRNPA3	2.89714782516999
hsa-let-7a-3	hsa-let-7a	HNRNPK	1.59879996913807
hsa-let-7a-3	hsa-let-7a	KIN	0
hsa-let-7a-3	hsa-let-7a	TRIM71	0
hsa-let-7a-3	hsa-let-7a	G3BP2	1.06629194908249
hsa-let-7a-3	hsa-let-7a	ZC3H7A	0
hsa-let-7a-3	hsa-let-7a	ZC3H7B	0
hsa-let-7a-3	hsa-let-7a	XRN1	0
hsa-let-7a-3	hsa-let-7a	TRIM25	0.673400673400673
hsa-let-7a-3	hsa-let-7a	ATXN2L	1.59690799396682
hsa-let-7a-3	hsa-let-7a	ATXN2	0
hsa-let-7a-3	hsa-let-7a	NUFIP2	1.4892937040588
hsa-let-7a-3	hsa-let-7a	TTC3	0
hsa-let-7a-3	hsa-let-7a	PAPD4	3.94487950667726
hsa-let-7a-3	hsa-let-7a	ZC3H11A	0
hsa-let-7a-3	hsa-let-7a	HNRNPM	1.90012082752231
hsa-let-7a-3	hsa-let-7a	ZNF346	2.13623173433127
hsa-let-7a-3	hsa-let-7a	RTCA	0.30441400304414
hsa-let-7a-3	hsa-let-7a	DHX36	2.77181601034844
hsa-let-7a-3	hsa-let-7a	USP36	0
hsa-let-7a-3	hsa-let-7a	PATL1	0
hsa-let-7a-3	hsa-let-7a	EDC3	0
hsa-let-7a-3	hsa-let-7a	EDC4	0.493827160493827
hsa-let-7a-3	hsa-let-7a	DCP1A	0
hsa-let-7a-3	hsa-let-7a	DCP1B	0
hsa-let-7a-3	hsa-let-7a	DCP2	0
hsa-let-7a-3	hsa-let-7a	DDX3X	2.87328103302514
hsa-let-7a-3	hsa-let-7a	DDX3Y	0
hsa-let-7a-3	hsa-let-7a	HNRNPR	2.06345445051291
